,seed,state,ideal_count,noise_count,ideal_time,noise_time,ideal_swaps_needed,noise_swaps_needed
0,0,001111,139,126,0.016611099243164062,0.04471158981323242,84,159
1,0,000011,130,116,0.016611099243164062,0.04471158981323242,84,159
2,0,101111,133,123,0.016611099243164062,0.04471158981323242,84,159
3,0,010001,135,122,0.016611099243164062,0.04471158981323242,84,159
4,0,000111,126,136,0.016611099243164062,0.04471158981323242,84,159
5,0,111000,134,129,0.016611099243164062,0.04471158981323242,84,159
6,0,111111,121,103,0.016611099243164062,0.04471158981323242,84,159
7,0,011001,124,112,0.016611099243164062,0.04471158981323242,84,159
8,0,110110,117,143,0.016611099243164062,0.04471158981323242,84,159
9,0,011111,126,112,0.016611099243164062,0.04471158981323242,84,159
10,0,100001,130,144,0.016611099243164062,0.04471158981323242,84,159
11,0,101000,121,117,0.016611099243164062,0.04471158981323242,84,159
12,0,101100,121,126,0.016611099243164062,0.04471158981323242,84,159
13,0,001110,117,113,0.016611099243164062,0.04471158981323242,84,159
14,0,100011,120,122,0.016611099243164062,0.04471158981323242,84,159
15,0,101010,118,128,0.016611099243164062,0.04471158981323242,84,159
16,0,100010,114,110,0.016611099243164062,0.04471158981323242,84,159
17,0,111101,138,122,0.016611099243164062,0.04471158981323242,84,159
18,0,010110,143,134,0.016611099243164062,0.04471158981323242,84,159
19,0,001011,117,123,0.016611099243164062,0.04471158981323242,84,159
20,0,011101,130,122,0.016611099243164062,0.04471158981323242,84,159
21,0,000101,122,151,0.016611099243164062,0.04471158981323242,84,159
22,0,011100,143,142,0.016611099243164062,0.04471158981323242,84,159
23,0,011110,122,151,0.016611099243164062,0.04471158981323242,84,159
24,0,010100,126,127,0.016611099243164062,0.04471158981323242,84,159
25,0,000000,113,167,0.016611099243164062,0.04471158981323242,84,159
26,0,100100,146,144,0.016611099243164062,0.04471158981323242,84,159
27,0,100110,136,110,0.016611099243164062,0.04471158981323242,84,159
28,0,000001,143,131,0.016611099243164062,0.04471158981323242,84,159
29,0,001001,131,132,0.016611099243164062,0.04471158981323242,84,159
30,0,110010,143,127,0.016611099243164062,0.04471158981323242,84,159
31,0,001010,137,148,0.016611099243164062,0.04471158981323242,84,159
32,0,111010,129,103,0.016611099243164062,0.04471158981323242,84,159
33,0,100101,120,121,0.016611099243164062,0.04471158981323242,84,159
34,0,110011,115,107,0.016611099243164062,0.04471158981323242,84,159
