,seed,state,ideal_count,noise_count,ideal_time,noise_time,ideal_swaps_needed,noise_swaps_needed
0,0,010010,126,124,0.002521991729736328,0.0024085044860839844,0,0
1,0,010001,146,117,0.002521991729736328,0.0024085044860839844,0,0
2,0,100000,143,147,0.002521991729736328,0.0024085044860839844,0,0
3,0,111100,139,115,0.002521991729736328,0.0024085044860839844,0,0
4,0,000010,128,129,0.002521991729736328,0.0024085044860839844,0,0
5,0,011000,150,123,0.002521991729736328,0.0024085044860839844,0,0
6,0,100110,113,121,0.002521991729736328,0.0024085044860839844,0,0
7,0,100001,130,140,0.002521991729736328,0.0024085044860839844,0,0
8,0,000110,123,139,0.002521991729736328,0.0024085044860839844,0,0
9,0,000111,143,140,0.002521991729736328,0.0024085044860839844,0,0
10,0,101110,121,143,0.002521991729736328,0.0024085044860839844,0,0
11,0,000001,148,135,0.002521991729736328,0.0024085044860839844,0,0
12,0,111110,126,128,0.002521991729736328,0.0024085044860839844,0,0
13,0,011001,121,105,0.002521991729736328,0.0024085044860839844,0,0
14,0,000011,132,128,0.002521991729736328,0.0024085044860839844,0,0
15,0,110010,146,116,0.002521991729736328,0.0024085044860839844,0,0
16,0,100111,115,124,0.002521991729736328,0.0024085044860839844,0,0
17,0,001011,134,142,0.002521991729736328,0.0024085044860839844,0,0
18,0,010000,122,123,0.002521991729736328,0.0024085044860839844,0,0
19,0,111010,130,109,0.002521991729736328,0.0024085044860839844,0,0
20,0,010110,143,128,0.002521991729736328,0.0024085044860839844,0,0
21,0,111001,118,108,0.002521991729736328,0.0024085044860839844,0,0
22,0,100101,120,127,0.002521991729736328,0.0024085044860839844,0,0
23,0,001000,139,137,0.002521991729736328,0.0024085044860839844,0,0
24,0,011110,122,120,0.002521991729736328,0.0024085044860839844,0,0
25,0,100100,130,160,0.002521991729736328,0.0024085044860839844,0,0
26,0,101101,133,134,0.002521991729736328,0.0024085044860839844,0,0
27,0,110011,125,126,0.002521991729736328,0.0024085044860839844,0,0
28,0,001110,114,142,0.002521991729736328,0.0024085044860839844,0,0
29,0,000100,137,133,0.002521991729736328,0.0024085044860839844,0,0
30,0,110110,127,114,0.002521991729736328,0.0024085044860839844,0,0
31,0,101001,117,155,0.002521991729736328,0.0024085044860839844,0,0
32,0,101111,132,109,0.002521991729736328,0.0024085044860839844,0,0
33,0,101011,125,133,0.002521991729736328,0.0024085044860839844,0,0
34,0,010101,136,111,0.002521991729736328,0.0024085044860839844,0,0
35,0,110001,120,115,0.002521991729736328,0.0024085044860839844,0,0
36,0,110111,130,118,0.002521991729736328,0.0024085044860839844,0,0
37,0,010111,117,126,0.002521991729736328,0.0024085044860839844,0,0
38,0,101000,131,132,0.002521991729736328,0.0024085044860839844,0,0
39,0,111011,138,115,0.002521991729736328,0.0024085044860839844,0,0
40,0,010011,131,123,0.002521991729736328,0.0024085044860839844,0,0
41,0,011100,117,104,0.002521991729736328,0.0024085044860839844,0,0
42,0,100011,108,145,0.002521991729736328,0.0024085044860839844,0,0
43,0,111111,121,125,0.002521991729736328,0.0024085044860839844,0,0
44,0,001111,129,111,0.002521991729736328,0.0024085044860839844,0,0
45,0,110100,126,124,0.002521991729736328,0.0024085044860839844,0,0
46,0,011010,143,118,0.002521991729736328,0.0024085044860839844,0,0
47,0,110101,115,120,0.002521991729736328,0.0024085044860839844,0,0
48,0,011011,134,127,0.002521991729736328,0.0024085044860839844,0,0
49,0,000101,114,170,0.002521991729736328,0.0024085044860839844,0,0
50,0,011101,122,123,0.002521991729736328,0.0024085044860839844,0,0
51,0,111101,133,118,0.002521991729736328,0.0024085044860839844,0,0
52,0,001010,146,135,0.002521991729736328,0.0024085044860839844,0,0
53,0,000000,113,163,0.002521991729736328,0.0024085044860839844,0,0
54,0,110000,122,122,0.002521991729736328,0.0024085044860839844,0,0
55,0,101010,124,103,0.002521991729736328,0.0024085044860839844,0,0
56,0,101100,117,130,0.002521991729736328,0.0024085044860839844,0,0
57,0,111000,129,136,0.002521991729736328,0.0024085044860839844,0,0
58,0,011111,132,104,0.002521991729736328,0.0024085044860839844,0,0
59,0,001101,118,116,0.002521991729736328,0.0024085044860839844,0,0
60,0,001001,121,169,0.002521991729736328,0.0024085044860839844,0,0
61,0,010100,115,129,0.002521991729736328,0.0024085044860839844,0,0
62,0,100010,135,131,0.002521991729736328,0.0024085044860839844,0,0
63,0,001100,137,155,0.002521991729736328,0.0024085044860839844,0,0
0,1,010010,130,130,0.0016052722930908203,0.0015447139739990234,0,0
1,1,010001,115,116,0.0016052722930908203,0.0015447139739990234,0,0
2,1,100000,139,151,0.0016052722930908203,0.0015447139739990234,0,0
3,1,111100,129,127,0.0016052722930908203,0.0015447139739990234,0,0
4,1,000010,143,118,0.0016052722930908203,0.0015447139739990234,0,0
5,1,011000,123,130,0.0016052722930908203,0.0015447139739990234,0,0
6,1,100110,117,121,0.0016052722930908203,0.0015447139739990234,0,0
7,1,100001,150,138,0.0016052722930908203,0.0015447139739990234,0,0
8,1,000110,130,135,0.0016052722930908203,0.0015447139739990234,0,0
9,1,000111,120,135,0.0016052722930908203,0.0015447139739990234,0,0
10,1,101110,125,137,0.0016052722930908203,0.0015447139739990234,0,0
11,1,000001,122,128,0.0016052722930908203,0.0015447139739990234,0,0
12,1,111110,132,131,0.0016052722930908203,0.0015447139739990234,0,0
13,1,011001,143,113,0.0016052722930908203,0.0015447139739990234,0,0
14,1,000011,122,119,0.0016052722930908203,0.0015447139739990234,0,0
15,1,110010,117,125,0.0016052722930908203,0.0015447139739990234,0,0
16,1,100111,118,116,0.0016052722930908203,0.0015447139739990234,0,0
17,1,001011,146,137,0.0016052722930908203,0.0015447139739990234,0,0
18,1,010000,137,130,0.0016052722930908203,0.0015447139739990234,0,0
19,1,111010,121,114,0.0016052722930908203,0.0015447139739990234,0,0
20,1,010110,120,129,0.0016052722930908203,0.0015447139739990234,0,0
21,1,111001,122,110,0.0016052722930908203,0.0015447139739990234,0,0
22,1,100101,121,126,0.0016052722930908203,0.0015447139739990234,0,0
23,1,001000,128,136,0.0016052722930908203,0.0015447139739990234,0,0
24,1,011110,115,127,0.0016052722930908203,0.0015447139739990234,0,0
25,1,100100,121,159,0.0016052722930908203,0.0015447139739990234,0,0
26,1,101101,134,132,0.0016052722930908203,0.0015447139739990234,0,0
27,1,110011,139,126,0.0016052722930908203,0.0015447139739990234,0,0
28,1,001110,108,132,0.0016052722930908203,0.0015447139739990234,0,0
29,1,000100,148,130,0.0016052722930908203,0.0015447139739990234,0,0
30,1,110110,133,115,0.0016052722930908203,0.0015447139739990234,0,0
31,1,101001,143,151,0.0016052722930908203,0.0015447139739990234,0,0
32,1,101111,138,100,0.0016052722930908203,0.0015447139739990234,0,0
33,1,101011,130,126,0.0016052722930908203,0.0015447139739990234,0,0
34,1,010101,136,115,0.0016052722930908203,0.0015447139739990234,0,0
35,1,110001,117,120,0.0016052722930908203,0.0015447139739990234,0,0
36,1,110111,133,124,0.0016052722930908203,0.0015447139739990234,0,0
37,1,010111,115,122,0.0016052722930908203,0.0015447139739990234,0,0
38,1,101000,146,142,0.0016052722930908203,0.0015447139739990234,0,0
39,1,111011,126,122,0.0016052722930908203,0.0015447139739990234,0,0
40,1,010011,126,127,0.0016052722930908203,0.0015447139739990234,0,0
41,1,011100,143,117,0.0016052722930908203,0.0015447139739990234,0,0
42,1,100011,129,135,0.0016052722930908203,0.0015447139739990234,0,0
43,1,111111,121,129,0.0016052722930908203,0.0015447139739990234,0,0
44,1,001111,125,107,0.0016052722930908203,0.0015447139739990234,0,0
45,1,110100,118,136,0.0016052722930908203,0.0015447139739990234,0,0
46,1,011010,113,122,0.0016052722930908203,0.0015447139739990234,0,0
47,1,110101,122,126,0.0016052722930908203,0.0015447139739990234,0,0
48,1,011011,127,123,0.0016052722930908203,0.0015447139739990234,0,0
49,1,000101,146,157,0.0016052722930908203,0.0015447139739990234,0,0
50,1,011101,117,128,0.0016052722930908203,0.0015447139739990234,0,0
51,1,111101,132,119,0.0016052722930908203,0.0015447139739990234,0,0
52,1,001010,135,129,0.0016052722930908203,0.0015447139739990234,0,0
53,1,000000,113,160,0.0016052722930908203,0.0015447139739990234,0,0
54,1,110000,137,120,0.0016052722930908203,0.0015447139739990234,0,0
55,1,101010,124,98,0.0016052722930908203,0.0015447139739990234,0,0
56,1,101100,134,129,0.0016052722930908203,0.0015447139739990234,0,0
57,1,111000,114,141,0.0016052722930908203,0.0015447139739990234,0,0
58,1,011111,130,104,0.0016052722930908203,0.0015447139739990234,0,0
59,1,001101,131,112,0.0016052722930908203,0.0015447139739990234,0,0
60,1,001001,126,163,0.0016052722930908203,0.0015447139739990234,0,0
61,1,010100,114,134,0.0016052722930908203,0.0015447139739990234,0,0
62,1,100010,131,125,0.0016052722930908203,0.0015447139739990234,0,0
63,1,001100,132,156,0.0016052722930908203,0.0015447139739990234,0,0
0,2,010010,130,128,0.0014662742614746094,0.0015132427215576172,0,0
1,2,010001,115,124,0.0014662742614746094,0.0015132427215576172,0,0
2,2,100000,139,145,0.0014662742614746094,0.0015132427215576172,0,0
3,2,111100,129,131,0.0014662742614746094,0.0015132427215576172,0,0
4,2,000010,143,118,0.0014662742614746094,0.0015132427215576172,0,0
5,2,011000,123,126,0.0014662742614746094,0.0015132427215576172,0,0
6,2,100110,117,108,0.0014662742614746094,0.0015132427215576172,0,0
7,2,100001,150,144,0.0014662742614746094,0.0015132427215576172,0,0
8,2,000110,130,143,0.0014662742614746094,0.0015132427215576172,0,0
9,2,000111,120,132,0.0014662742614746094,0.0015132427215576172,0,0
10,2,101110,125,141,0.0014662742614746094,0.0015132427215576172,0,0
11,2,000001,122,139,0.0014662742614746094,0.0015132427215576172,0,0
12,2,111110,132,127,0.0014662742614746094,0.0015132427215576172,0,0
13,2,011001,143,113,0.0014662742614746094,0.0015132427215576172,0,0
14,2,000011,122,122,0.0014662742614746094,0.0015132427215576172,0,0
15,2,110010,117,123,0.0014662742614746094,0.0015132427215576172,0,0
16,2,100111,118,115,0.0014662742614746094,0.0015132427215576172,0,0
17,2,001011,146,137,0.0014662742614746094,0.0015132427215576172,0,0
18,2,010000,137,132,0.0014662742614746094,0.0015132427215576172,0,0
19,2,111010,121,120,0.0014662742614746094,0.0015132427215576172,0,0
20,2,010110,120,126,0.0014662742614746094,0.0015132427215576172,0,0
21,2,111001,122,107,0.0014662742614746094,0.0015132427215576172,0,0
22,2,100101,121,132,0.0014662742614746094,0.0015132427215576172,0,0
23,2,001000,128,135,0.0014662742614746094,0.0015132427215576172,0,0
24,2,011110,115,125,0.0014662742614746094,0.0015132427215576172,0,0
25,2,100100,121,157,0.0014662742614746094,0.0015132427215576172,0,0
26,2,101101,134,127,0.0014662742614746094,0.0015132427215576172,0,0
27,2,110011,139,131,0.0014662742614746094,0.0015132427215576172,0,0
28,2,001110,108,124,0.0014662742614746094,0.0015132427215576172,0,0
29,2,000100,148,131,0.0014662742614746094,0.0015132427215576172,0,0
30,2,110110,133,121,0.0014662742614746094,0.0015132427215576172,0,0
31,2,101001,143,150,0.0014662742614746094,0.0015132427215576172,0,0
32,2,101111,138,99,0.0014662742614746094,0.0015132427215576172,0,0
33,2,101011,130,129,0.0014662742614746094,0.0015132427215576172,0,0
34,2,010101,136,122,0.0014662742614746094,0.0015132427215576172,0,0
35,2,110001,117,133,0.0014662742614746094,0.0015132427215576172,0,0
36,2,110111,133,126,0.0014662742614746094,0.0015132427215576172,0,0
37,2,010111,115,116,0.0014662742614746094,0.0015132427215576172,0,0
38,2,101000,146,135,0.0014662742614746094,0.0015132427215576172,0,0
39,2,111011,126,127,0.0014662742614746094,0.0015132427215576172,0,0
40,2,010011,126,120,0.0014662742614746094,0.0015132427215576172,0,0
41,2,011100,143,119,0.0014662742614746094,0.0015132427215576172,0,0
42,2,100011,129,129,0.0014662742614746094,0.0015132427215576172,0,0
43,2,111111,121,128,0.0014662742614746094,0.0015132427215576172,0,0
44,2,001111,125,105,0.0014662742614746094,0.0015132427215576172,0,0
45,2,110100,118,124,0.0014662742614746094,0.0015132427215576172,0,0
46,2,011010,113,129,0.0014662742614746094,0.0015132427215576172,0,0
47,2,110101,122,129,0.0014662742614746094,0.0015132427215576172,0,0
